Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage
4.66099548339844,1,187.0,28724.3719008264,52.0,931.0,234.0,2.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4912.0,26.0,-833.0,10574.0,27.0
4.71699523925781,1,187.0,28724.3719008264,52.0,931.0,234.0,2.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4912.0,26.0,-833.0,10574.0,27.0
4.79299926757813,1,257.0,25931.3719008264,51.0,931.0,230.0,2.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,7168.0,24.0,-833.0,7090.0,26.0
4.86699676513672,1,257.0,25931.3719008264,51.0,931.0,230.0,2.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,7168.0,24.0,-833.0,7090.0,26.0
4.90699768066406,1,257.0,25931.3719008264,51.0,931.0,230.0,2.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,7168.0,24.0,-833.0,7090.0,26.0
4.96699523925781,1,257.0,25931.3719008264,51.0,931.0,230.0,2.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,7168.0,24.0,-833.0,7090.0,26.0
5.01399993896484,1,323.0,27155.3719008264,51.0,931.0,105.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,3784.0,24.0,-833.0,6492.0,24.0
5.11799621582031,1,323.0,27155.3719008264,51.0,931.0,105.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,3784.0,24.0,-833.0,6492.0,24.0
5.16200256347656,1,323.0,27155.3719008264,51.0,931.0,105.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,3784.0,24.0,-833.0,6492.0,24.0
5.21800231933594,1,323.0,27155.3719008264,51.0,931.0,105.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,3784.0,24.0,-833.0,6492.0,24.0
5.26899719238281,1,392.0,24330.3719008264,50.0,931.0,93.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,3616.0,26.0,-833.0,6908.0,26.0
5.36000061035156,1,392.0,24330.3719008264,50.0,931.0,93.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,3616.0,26.0,-833.0,6908.0,26.0
5.41799926757813,1,392.0,24330.3719008264,50.0,931.0,93.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,3616.0,26.0,-833.0,6908.0,26.0
5.46299743652344,1,392.0,24330.3719008264,50.0,931.0,93.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,3616.0,26.0,-833.0,6908.0,26.0
5.51799774169922,1,449.0,20560.3719008264,41.0,931.0,87.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,2560.0,24.0,-833.0,8572.0,23.0
5.61399841308594,1,449.0,20560.3719008264,41.0,931.0,87.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,2560.0,24.0,-833.0,8572.0,23.0
5.65999603271484,1,449.0,20560.3719008264,41.0,931.0,87.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,2560.0,24.0,-833.0,8572.0,23.0
5.71499633789063,1,490.0,7028.37190082645,12.0,931.0,76.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4048.0,26.0,-833.0,9973.0,26.0
5.76100158691406,1,490.0,7028.37190082645,12.0,931.0,76.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4048.0,26.0,-833.0,9973.0,26.0
5.86100006103516,1,490.0,7028.37190082645,12.0,931.0,76.0,1.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4048.0,26.0,-833.0,9973.0,26.0
5.91799926757813,1,461.0,24186.3719008264,47.0,931.0,55.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,6778.0,24.0,-833.0,9092.0,26.0
5.96800231933594,1,461.0,24186.3719008264,47.0,931.0,55.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,6778.0,24.0,-833.0,9092.0,26.0
6.01699829101563,1,461.0,24186.3719008264,47.0,931.0,55.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,6778.0,24.0,-833.0,9092.0,26.0
6.11699676513672,1,391.0,25380.3719008264,49.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4288.0,26.0,-833.0,11809.0,26.0
6.16099548339844,1,391.0,25380.3719008264,49.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4288.0,26.0,-833.0,11809.0,26.0
6.21599578857422,1,391.0,25380.3719008264,49.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4288.0,26.0,-833.0,11809.0,26.0
6.26100158691406,1,391.0,25380.3719008264,49.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4288.0,26.0,-833.0,11809.0,26.0
6.31900024414063,1,391.0,25380.3719008264,49.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4288.0,26.0,-833.0,11809.0,26.0
6.42099761962891,1,321.0,23904.3719008264,49.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,7636.0,24.0,-833.0,10444.0,26.0
6.46499633789063,1,321.0,23904.3719008264,49.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,7636.0,24.0,-833.0,10444.0,26.0
6.51999664306641,1,321.0,23904.3719008264,49.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,7636.0,24.0,-833.0,10444.0,26.0
6.61100006103516,1,321.0,23904.3719008264,49.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,7636.0,24.0,-833.0,10444.0,26.0
6.66999816894531,1,252.0,24656.3719008264,50.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,7636.0,26.0,-833.0,10964.0,26.0
6.71399688720703,1,252.0,24656.3719008264,50.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,7636.0,26.0,-833.0,10964.0,26.0
6.76899719238281,1,252.0,24656.3719008264,50.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,7636.0,26.0,-833.0,10964.0,26.0
6.85700225830078,1,187.0,25630.3719008264,51.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4840.0,24.0,-833.0,11302.0,26.0
6.91799926757813,1,187.0,25630.3719008264,51.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4840.0,24.0,-833.0,11302.0,26.0
6.97200012207031,1,187.0,25630.3719008264,51.0,931.0,0.0,0.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,4840.0,24.0,-833.0,11302.0,26.0
7.01899719238281,1,116.0,27080.3719008264,50.0,0.0,516.0,7.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,8182.0,24.0,-833.0,13078.0,27.0
7.06800079345703,1,116.0,27080.3719008264,50.0,0.0,516.0,7.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,8182.0,24.0,-833.0,13078.0,27.0
7.16699981689453,1,116.0,27080.3719008264,50.0,0.0,516.0,7.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,8182.0,24.0,-833.0,13078.0,27.0
7.22200012207031,1,46.0,23780.3719008264,50.0,-55.0,18207.0,51.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,5344.0,24.0,-833.0,11744.0,29.0
7.26599884033203,1,46.0,23780.3719008264,50.0,-55.0,18207.0,51.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,5344.0,24.0,-833.0,11744.0,29.0
7.322998046875,1,46.0,23780.3719008264,50.0,-55.0,18207.0,51.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,5344.0,24.0,-833.0,11744.0,29.0
7.42499542236328,1,46.0,23780.3719008264,50.0,-55.0,18207.0,51.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,5344.0,24.0,-833.0,11744.0,29.0
7.46900177001953,1,46.0,23780.3719008264,50.0,-55.0,18207.0,51.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,5344.0,24.0,-833.0,11744.0,29.0
7.52099609375,1,-27.0,24554.3719008264,51.0,-130.0,18228.0,49.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,8754.0,26.0,-833.0,12368.0,29.0
7.56500244140625,1,-27.0,24554.3719008264,51.0,-130.0,18228.0,49.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,8754.0,26.0,-833.0,12368.0,29.0
7.66500091552734,1,-27.0,24554.3719008264,51.0,-130.0,18228.0,49.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,8754.0,26.0,-833.0,12368.0,29.0
7.71299743652344,1,-93.0,15210.3719008264,35.0,-198.0,18972.0,52.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,8780.0,24.0,-833.0,15130.0,27.0
7.76799774169922,1,-93.0,15210.3719008264,35.0,-198.0,18972.0,52.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,8780.0,24.0,-833.0,15130.0,27.0
7.86100006103516,1,-93.0,15210.3719008264,35.0,-198.0,18972.0,52.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,8780.0,24.0,-833.0,15130.0,27.0
7.9219970703125,1,-107.0,149.0,1.0,-267.0,18666.0,50.0,781.0,0.0,0.0,565.0,0.0,0.0,-833.0,8780.0,26.0,-833.0,19432.0,29.0
3.14099884033203,1,8.0,0.0,0.0,92.0,30118.7355371901,97.0,767.0,5670.0,34.0,572.0,18.0,1.0,-450.0,9885.0,261.0,-452.0,17840.0,261.0
3.19999694824219,1,8.0,0.0,0.0,92.0,30118.7355371901,97.0,767.0,5670.0,34.0,572.0,18.0,1.0,-450.0,9885.0,261.0,-452.0,17840.0,261.0
3.24099731445313,1,8.0,0.0,0.0,92.0,30118.7355371901,97.0,767.0,5670.0,34.0,572.0,18.0,1.0,-450.0,9885.0,261.0,-452.0,17840.0,261.0
3.29799652099609,1,8.0,0.0,0.0,92.0,30118.7355371901,97.0,767.0,5670.0,34.0,572.0,18.0,1.0,-450.0,9885.0,261.0,-452.0,17840.0,261.0
3.34300231933594,1,8.0,0.0,0.0,234.0,27908.7355371901,94.0,781.0,20.0,0.0,572.0,13.0,1.0,-640.0,20090.0,184.0,-641.0,17680.0,188.0
3.45700073242188,1,8.0,0.0,0.0,234.0,27908.7355371901,94.0,781.0,20.0,0.0,572.0,13.0,1.0,-640.0,20090.0,184.0,-641.0,17680.0,188.0
3.50199890136719,1,8.0,0.0,0.0,234.0,27908.7355371901,94.0,781.0,20.0,0.0,572.0,13.0,1.0,-640.0,20090.0,184.0,-641.0,17680.0,188.0
3.55999755859375,1,8.0,0.0,0.0,373.0,24258.7355371901,93.0,781.0,20.0,0.0,572.0,13.0,1.0,-763.0,20090.0,184.0,-764.0,17680.0,188.0
3.60499572753906,1,8.0,0.0,0.0,373.0,24258.7355371901,93.0,781.0,20.0,1.0,572.0,0.0,1.0,-763.0,4787.0,126.0,-764.0,29056.0,123.0
3.66200256347656,1,8.0,0.0,0.0,373.0,24258.7355371901,93.0,781.0,20.0,1.0,572.0,0.0,1.0,-763.0,4787.0,126.0,-764.0,29056.0,123.0
3.76100158691406,1,8.0,0.0,0.0,373.0,24258.7355371901,93.0,781.0,20.0,1.0,572.0,0.0,1.0,-763.0,4787.0,126.0,-764.0,29056.0,123.0
3.81600189208984,1,8.0,0.0,0.0,512.0,28007.7355371901,97.0,781.0,0.0,0.0,572.0,3.0,1.0,-825.0,12156.0,59.0,-826.0,17808.0,59.0
3.87100219726563,1,8.0,0.0,0.0,512.0,28007.7355371901,97.0,781.0,0.0,0.0,572.0,3.0,1.0,-825.0,12156.0,59.0,-826.0,17808.0,59.0
3.91899871826172,1,8.0,0.0,0.0,512.0,28007.7355371901,97.0,781.0,0.0,0.0,572.0,3.0,1.0,-825.0,12156.0,59.0,-826.0,17808.0,59.0
3.97699737548828,1,0.0,0.0,0.0,652.0,22493.7355371901,94.0,781.0,0.0,1.0,572.0,0.0,0.0,-833.0,13456.0,27.0,-833.0,22680.0,31.0
4.07599639892578,1,0.0,0.0,0.0,652.0,22493.7355371901,94.0,781.0,0.0,1.0,572.0,0.0,0.0,-833.0,13456.0,27.0,-833.0,22680.0,31.0
4.13099670410156,1,0.0,0.0,0.0,652.0,22493.7355371901,94.0,781.0,0.0,1.0,572.0,0.0,0.0,-833.0,13456.0,27.0,-833.0,22680.0,31.0
4.17499542236328,1,27.0,16560.0,45.0,791.0,22015.7355371901,92.0,781.0,20.0,1.0,572.0,0.0,1.0,-833.0,10236.0,26.0,-833.0,22680.0,29.0
4.22499847412109,1,27.0,16560.0,45.0,791.0,22015.7355371901,92.0,781.0,20.0,1.0,572.0,0.0,1.0,-833.0,10236.0,26.0,-833.0,22680.0,29.0
4.26399993896484,1,27.0,16560.0,45.0,791.0,22015.7355371901,92.0,781.0,20.0,1.0,572.0,0.0,1.0,-833.0,10236.0,26.0,-833.0,22680.0,29.0
4.34099578857422,1,27.0,16560.0,45.0,791.0,22015.7355371901,92.0,781.0,20.0,1.0,572.0,0.0,1.0,-833.0,10236.0,26.0,-833.0,22680.0,29.0
4.43599700927734,1,27.0,16560.0,45.0,791.0,22015.7355371901,92.0,781.0,20.0,1.0,572.0,0.0,1.0,-833.0,10236.0,26.0,-833.0,22680.0,29.0
4.49299621582031,1,96.0,15570.0,45.0,910.0,23493.7355371901,47.0,781.0,20.0,0.0,572.0,1.0,1.0,-833.0,8312.0,26.0,-833.0,21114.0,29.0
4.54799652099609,1,96.0,15570.0,45.0,910.0,23493.7355371901,47.0,781.0,20.0,0.0,572.0,1.0,1.0,-833.0,8312.0,26.0,-833.0,21114.0,29.0
4.59300231933594,1,96.0,15570.0,45.0,910.0,23493.7355371901,47.0,781.0,20.0,0.0,572.0,1.0,1.0,-833.0,8312.0,26.0,-833.0,21114.0,29.0
4.65000152587891,1,165.0,22236.0,51.0,934.0,162.0,2.0,781.0,20.0,1.0,572.0,0.0,0.0,-833.0,3928.0,24.0,-833.0,14023.0,27.0
1.49600219726563,1,8.0,0.0,0.0,-545.0,0.0,0.0,1.0,9552.2479338843,15.0,348.0,16950.0,51.0,0.0,4528.0,26.0,0.0,5440.0,23.0
1.55100250244141,1,8.0,0.0,0.0,-545.0,0.0,0.0,1.0,9552.2479338843,15.0,348.0,16950.0,51.0,0.0,4528.0,26.0,0.0,5440.0,23.0
1.60099792480469,1,8.0,0.0,0.0,-545.0,0.0,0.0,62.0,22832.2479338843,47.0,416.0,23307.0,52.0,0.0,8702.0,26.0,0.0,3848.0,23.0
1.65599822998047,1,8.0,0.0,0.0,-545.0,0.0,0.0,62.0,22832.2479338843,47.0,416.0,23307.0,52.0,0.0,8702.0,26.0,0.0,3848.0,23.0
1.71199798583984,1,8.0,0.0,0.0,-545.0,0.0,0.0,62.0,22832.2479338843,47.0,416.0,23307.0,52.0,0.0,8702.0,26.0,0.0,3848.0,23.0
1.75900268554688,1,8.0,0.0,0.0,-545.0,0.0,0.0,131.0,20520.2479338843,46.0,487.0,15502.0,47.0,0.0,10678.0,26.0,0.0,3848.0,23.0
1.86700439453125,1,8.0,0.0,0.0,-545.0,0.0,0.0,131.0,20520.2479338843,46.0,487.0,15502.0,47.0,0.0,10678.0,26.0,0.0,3848.0,23.0
1.92200469970703,1,8.0,0.0,0.0,-545.0,0.0,0.0,131.0,20520.2479338843,46.0,487.0,15502.0,47.0,0.0,10678.0,26.0,0.0,3848.0,23.0
1.96600341796875,1,8.0,0.0,0.0,-545.0,0.0,0.0,201.0,24524.2479338843,47.0,554.0,7105.0,34.0,0.0,13483.0,26.0,0.0,3848.0,23.0
2.02100372314453,1,8.0,0.0,0.0,-545.0,0.0,0.0,201.0,24524.2479338843,47.0,554.0,7105.0,34.0,0.0,13483.0,26.0,0.0,3848.0,23.0
2.07600402832031,1,8.0,0.0,0.0,-545.0,0.0,0.0,201.0,24524.2479338843,47.0,554.0,7105.0,34.0,0.0,13483.0,26.0,0.0,3848.0,23.0
2.14800262451172,1,8.0,0.0,0.0,-545.0,0.0,0.0,201.0,24524.2479338843,47.0,554.0,7105.0,34.0,0.0,13483.0,26.0,0.0,3848.0,23.0
2.19200134277344,1,8.0,0.0,0.0,-545.0,0.0,0.0,272.0,23279.2479338843,47.0,566.0,0.0,0.0,0.0,15049.0,27.0,0.0,3434.0,26.0
2.24900054931641,1,8.0,0.0,0.0,-545.0,0.0,0.0,272.0,23279.2479338843,47.0,566.0,0.0,0.0,0.0,15049.0,27.0,0.0,3434.0,26.0
2.3489990234375,1,8.0,0.0,0.0,-545.0,0.0,0.0,272.0,23279.2479338843,47.0,566.0,0.0,0.0,0.0,15049.0,27.0,0.0,3434.0,26.0
2.40499877929688,1,8.0,0.0,0.0,-545.0,0.0,0.0,272.0,23279.2479338843,47.0,566.0,0.0,0.0,0.0,15049.0,27.0,0.0,3434.0,26.0
2.45999908447266,1,8.0,0.0,0.0,-545.0,0.0,0.0,272.0,23279.2479338843,47.0,566.0,0.0,0.0,0.0,15049.0,27.0,0.0,3434.0,26.0
2.51599884033203,1,8.0,0.0,0.0,-545.0,0.0,0.0,377.0,16490.2479338843,92.0,566.0,0.0,0.0,-18.0,28820.0,83.0,-18.0,12492.0,80.0
2.57199859619141,1,8.0,0.0,0.0,-545.0,0.0,0.0,377.0,16490.2479338843,92.0,566.0,0.0,0.0,-18.0,28820.0,83.0,-18.0,12492.0,80.0
2.61600494384766,1,8.0,0.0,0.0,-545.0,0.0,0.0,377.0,16490.2479338843,92.0,566.0,0.0,0.0,-18.0,28820.0,83.0,-18.0,12492.0,80.0
2.71800231933594,1,8.0,0.0,0.0,-545.0,0.0,0.0,515.0,20144.2479338843,95.0,566.0,0.0,0.0,-97.0,21757.0,154.0,-99.0,19350.0,147.0
2.77899932861328,1,8.0,0.0,0.0,-545.0,0.0,0.0,515.0,20144.2479338843,95.0,566.0,0.0,0.0,-97.0,21757.0,154.0,-99.0,19350.0,147.0
2.83399963378906,1,8.0,0.0,0.0,-545.0,0.0,0.0,515.0,20144.2479338843,95.0,566.0,0.0,0.0,-97.0,21757.0,154.0,-99.0,19350.0,147.0
2.88200378417969,1,8.0,0.0,0.0,0.0,49.0,2.0,656.0,10292.2479338843,90.0,566.0,0.0,0.0,-239.0,7940.0,226.0,-241.0,23120.0,223.0
2.94699859619141,1,8.0,0.0,0.0,0.0,49.0,2.0,656.0,10292.2479338843,90.0,566.0,0.0,0.0,-239.0,7940.0,226.0,-241.0,23120.0,223.0
2.99600219726563,1,8.0,0.0,0.0,0.0,49.0,2.0,656.0,10292.2479338843,90.0,566.0,0.0,0.0,-239.0,7940.0,226.0,-241.0,23120.0,223.0
3.09600067138672,1,8.0,0.0,0.0,0.0,49.0,2.0,656.0,10292.2479338843,90.0,566.0,0.0,0.0,-239.0,7940.0,226.0,-241.0,23120.0,223.0
3.14500427246094,1,8.0,0.0,0.0,79.0,22852.0,100.0,762.0,13629.2479338843,39.0,566.0,0.0,0.0,-428.0,3028.0,264.0,-432.0,6430.0,266.0
3.20800018310547,1,8.0,0.0,0.0,79.0,22852.0,100.0,762.0,13629.2479338843,39.0,566.0,0.0,0.0,-428.0,3028.0,264.0,-432.0,6430.0,266.0
3.26399993896484,1,8.0,0.0,0.0,210.0,16442.0,97.0,781.0,0.0,0.0,566.0,0.0,0.0,-611.0,18488.0,211.0,-613.0,3450.0,202.0
0.103996276855469,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,15.0,1.0,-18.0,21115.8347107438,49.0,0.0,4646.0,26.0,0.0,3434.0,23.0
0.149993896484375,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,15.0,1.0,-18.0,21115.8347107438,49.0,0.0,4646.0,26.0,0.0,3434.0,23.0
0.204994201660156,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,15.0,1.0,-18.0,21115.8347107438,49.0,0.0,4646.0,26.0,0.0,3434.0,23.0
0.248992919921875,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,8.0,1.0,0.0,17293.8347107438,47.0,0.0,2320.0,24.0,0.0,3434.0,24.0
0.30499267578125,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,8.0,1.0,0.0,17293.8347107438,47.0,0.0,2320.0,24.0,0.0,3434.0,24.0
0.406997680664063,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,8.0,1.0,0.0,17293.8347107438,47.0,0.0,2320.0,24.0,0.0,3434.0,24.0
0.461997985839844,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,6.0,0.0,68.0,31986.8347107438,56.0,0.0,2800.0,26.0,0.0,5008.0,24.0
0.506996154785156,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,6.0,0.0,68.0,31986.8347107438,56.0,0.0,2800.0,26.0,0.0,5008.0,24.0
0.562995910644531,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,6.0,0.0,68.0,31986.8347107438,56.0,0.0,2800.0,26.0,0.0,5008.0,24.0
0.618995666503906,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,6.0,0.0,68.0,31986.8347107438,56.0,0.0,2800.0,26.0,0.0,5008.0,24.0
0.678993225097656,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,6.0,0.0,68.0,31986.8347107438,56.0,0.0,2800.0,26.0,0.0,5008.0,24.0
0.780998229980469,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,2.0,1.0,138.0,24244.8347107438,50.0,0.0,5764.0,24.0,0.0,8156.0,24.0
0.83599853515625,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,2.0,1.0,138.0,24244.8347107438,50.0,0.0,5764.0,24.0,0.0,8156.0,24.0
0.890998840332031,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,2.0,1.0,138.0,24244.8347107438,50.0,0.0,5764.0,24.0,0.0,8156.0,24.0
0.937995910644531,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,0.0,0.0,210.0,21948.8347107438,50.0,0.0,6232.0,26.0,0.0,5008.0,24.0
0.995994567871094,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,0.0,0.0,210.0,21948.8347107438,50.0,0.0,6232.0,26.0,0.0,5008.0,24.0
1.04499816894531,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,0.0,0.0,210.0,21948.8347107438,50.0,0.0,6232.0,26.0,0.0,5008.0,24.0
1.14499664306641,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,0.0,0.0,210.0,21948.8347107438,50.0,0.0,6232.0,26.0,0.0,5008.0,24.0
1.20199584960938,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,0.0,0.0,279.0,25751.8347107438,51.0,0.0,6492.0,24.0,0.0,5008.0,24.0
1.26899719238281,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,0.0,0.0,279.0,25751.8347107438,51.0,0.0,6492.0,24.0,0.0,5008.0,24.0
1.31499481201172,1,9.0,0.0,0.0,-545.0,0.0,0.0,-873.0,0.0,0.0,279.0,25751.8347107438,51.0,0.0,6492.0,24.0,0.0,5008.0,24.0
1.35899353027344,1,9.0,0.0,0.0,-545.0,0.0,0.0,1.0,5632.0,22.0,350.0,24545.8347107438,50.0,0.0,6648.0,26.0,0.0,5008.0,24.0
1.468994140625,1,9.0,0.0,0.0,-545.0,0.0,0.0,1.0,5632.0,22.0,350.0,24545.8347107438,50.0,0.0,6648.0,26.0,0.0,5008.0,24.0
1.52399444580078,1,9.0,0.0,0.0,-545.0,0.0,0.0,1.0,5632.0,22.0,350.0,24545.8347107438,50.0,0.0,6648.0,26.0,0.0,5008.0,24.0
1.56900024414063,1,9.0,0.0,0.0,-545.0,0.0,0.0,1.0,5632.0,22.0,350.0,24545.8347107438,50.0,0.0,6648.0,26.0,0.0,5008.0,24.0
1.62599945068359,1,9.0,0.0,0.0,-545.0,0.0,0.0,65.0,17400.0,51.0,420.0,21726.8347107438,47.0,0.0,8442.0,26.0,0.0,5440.0,23.0
1.67099761962891,1,9.0,0.0,0.0,-545.0,0.0,0.0,65.0,17400.0,51.0,420.0,21726.8347107438,47.0,0.0,8442.0,26.0,0.0,5440.0,23.0
1.77599334716797,1,9.0,0.0,0.0,-545.0,0.0,0.0,65.0,17400.0,51.0,420.0,21726.8347107438,47.0,0.0,8442.0,26.0,0.0,5440.0,23.0
1.83399963378906,1,9.0,0.0,0.0,-545.0,0.0,0.0,135.0,17850.0,50.0,490.0,20974.8347107438,46.0,0.0,12295.0,26.0,0.0,3434.0,24.0
1.87999725341797,1,9.0,0.0,0.0,-545.0,0.0,0.0,135.0,17850.0,50.0,490.0,20974.8347107438,46.0,0.0,12295.0,26.0,0.0,3434.0,24.0
1.93999481201172,1,9.0,0.0,0.0,-545.0,0.0,0.0,135.0,17850.0,50.0,490.0,20974.8347107438,46.0,0.0,12295.0,26.0,0.0,3434.0,24.0
